,reference_code,pmid,doi,comment,Language,Volume,Issue,Page,Journal,Abstract,Date,Authors
888,86HUB/HUR,3083779.0,10.1016/0003-9861(86)90487-x,,['eng'],246,1,411-8,Archives of biochemistry and biophysics,"The reversion reactions of beta-galactosidase (Escherichia coli) produced beta-galactosyl-galactoses and beta-galactosyl-glucoses. About 10 beta-galactosyl-galactose and 10 beta-galactosyl-glucose gas-liquid chromatographic peaks were detected and it is thus very likely that every possible isomer of beta-galactosyl-galactose and beta-galactosyl-glucose was formed by the reversion reactions (taking into account both anomers for each isomer). The presence of lactose and allolactose among the beta-galactosyl-glucoses was confirmed with standards. An important finding relating to the role of allolactose as an inducer of the lac operon was that allolactose (beta-D-galactosyl-(1----6)-D-glucose) was the only disaccharide formed initially, and at equilibrium it was present in the largest amount (50%). Obviously the enzyme is specific in its ability to form allolactose, and allolactose is the most stable beta-galactosyl-glucose, both important inducer properties. The equilibrium constant (concentration of disaccharides divided by the concentration of reactants at equilibrium) of the reaction was about 9.5 mM-1. This is the first report of an equilibrium constant for the beta-galactosidase reaction. Of mechanistic significance is the fact that only three compounds were able to replace D-galactose as a reversion reactant. Two of these (L-arabinose and D-fucose) had alterations at carbon 6. The 6 position, therefore, is not essential for reactivity. The third compound was D-galactal. Any other sugars tested (even with very minor changes relative to D-galactose) did not react. Of special consequence is the 2 position. The results strongly suggest that there has to be either an equatorial hydroxyl at the 2 position of a sugar or a special reactivity (as with D-galactal) in order for the enzyme to catalyze the beta-galactosidase reaction.",Apr 1986,"R E Huber, K L Hurlburt"
889,86KIM/LEE,,,,-,-,-,-,-,-,-,-
890,86KON/POL,,10.1515/zna-1986-1203,,-,-,-,-,-,-,-,-
891,86KUP/FER,,10.1016/0167-4838(86)90316-X,,-,-,-,-,-,-,-,-
892,86MEI/GAD,,10.1007/BF00694264,,-,-,-,-,-,-,-,-
893,86MEY/BRO,,10.1152/ajpcell.1986.250.2.C264,,-,-,-,-,-,-,-,-
894,86NAK/KIM,3792308.0,10.1111/j.1432-1033.1986.tb10476.x,,['eng'],161,3,541-9,European journal of biochemistry,"We studied kinetics and the equilibrium relationship for the thermolysin-catalyzed synthesis of N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester (Z-Asp-PheOMe) from N-(benzyloxycarbonyl)-L-aspartic acid (Z-Asp) and L-phenylalanine methyl ester (PheOMe) in an aqueous-organic biphasic system. This is a model reaction giving a condensation product with dissociating groups. The kinetics for the synthesis of Z-Asp-PheOMe in aqueous solution saturated with ethyl acetate was expressed by a rate equation for the rapid-equilibrium random bireactant mechanism, and the reverse hydrolysis reaction was zero-order with respect to Z-Asp-PheOMe concentration. The courses of synthesis of Z-Asp-PheOMe in the biphasic system were well explained, by the rate equations obtained for the aqueous solution and by the partition of substrate and condensation product between the both phases. The rate of synthesis in the biphasic system was much lower than in aqueous solution due to the unfavorable partition of PheOMe in the aqueous phase. The equation for the equilibrium yield of Z-Asp-PheOMe in the biphasic system was derived assuming that only the non-ionized forms of the substrate and condensation product exist in the organic phase. It was found theoretically and experimentally that the yield of Z-Asp-PheOMe is maximum at the aqueous-phase pH of around 5, lower than for synthesis in aqueous solution. The effect of the organic solvent on the rate and equilibrium for the synthesis of Z-Asp-PheOMe could be explained by the variation in the partition coefficient. The effect of the partitioning of substrate on the aqueous-phase pH change was also shown.",Dec 1986,"K Nakanishi, Y Kimura, R Matsuno"
895,86OLI/TOI,18555380.0,10.1002/bit.260280508,,['eng'],28,5,684-99,Biotechnology and bioengineering,"Both the forward and backward reactions of xylose isomerase (Sweetzyme Q) with xylose and glucose as substrates have been studied in terms of kinetics and thermodynamics. The relationship between the two reactions can thus be determined. Much attention has been given to the reaction with xylose as substrate. The optimal conditions of the xylose reaction in terms of pH, buffer, metal ions, substrate concentration, temperature, and ionic strength have been determined. These findings did not differ much from those reported for the glucose reaction. Equilibrium constants for the aldose to ketose conversion were more favorable in the case of glucose. The results obtained with continuous isomerization of xylose in columns packed with either Sweetzyme Q or Taka-Sweet were very similar to those obtained from batch isomerization processes. Particle size had a definite effect on reaction rate, which indicates that diffusion limitations do occur with the immobilized enzyme particles. Heat stability of Sweetzyme Q was good with t(1/2) of 118, 248, and 1200 h at 70, 55, and 40 degrees C, respectively. A novel method for the separation of xylose-xylulose mixtures with water as eluant on a specially prepared Dowex 1 x 8 column was developed. This technique has the capability of producing pure xylulose for industrial or research applications. A writ for a patent regarding this technique is at present prepared.",May 1986,"S P Olivier, P J du Toit"
896,86POL/MEN,,,,-,-,-,-,-,-,-,-
897,86PRU/TEN,,10.1016/0167-4838(86)90245-1,,-,-,-,-,-,-,-,-
898,86RAG/CAR,3091600.0,10.1016/S0021-9258(18)67242-4,,['eng'],261,26,12324-9,The Journal of biological chemistry,"5'-Methylthioadenosine phosphorylase has been purified to homogeneity (30,000-fold) from human full-term placenta by a procedure involving covalent chromatography on organomercurial-agarose as the major step. The specific activity of the homogeneous enzyme is 10.2 mumol of 5'-methylthioadenosine cleaved per min per mg of protein, and the overall yield is about 20%. The enzyme has a molecular weight of 98,000, as determined by gel filtration on Sephacryl S-200 and Superose 6B, and is composed by three apparently identical subunits with a molecular weight of 32,500. The isoelectric point is 5.5, and the optimal pH ranges from 7.2 to 7.6. The resistance of the enzyme to thermal inactivation is increased remarkably by the addition of 5'-methylthioadenosine or phosphate. The homogeneous enzyme shows an absolute requirement for -SH-reducing agents and is specifically and rapidly inactivated by thiol-blocking compounds. The reaction catalyzed by the enzyme is fully reversible with a Keq of 1.39 X 10(-2) (in the direction of phosphorolysis) at 37 degrees C and pH 7.4. The Km values for 5'-methylthioadenosine, phosphate, adenine, and 5-methylthioribose 1-phosphate are 5, 320, 23, and 8 microM, respectively.",Sep 1986,"F Della Ragione, M Cartenì-Farina, V Gragnaniello, M I Schettino, V Zappia"
899,86REK/SKY,,10.1016/0165-022X(86)90113-2,,-,-,-,-,-,-,-,-
900,86ROH/ETT,3769932.0,10.1111/j.1432-1033.1986.tb09975.x,,['eng'],160,2,327-32,European journal of biochemistry,"Hog kidney aminoacylase (N-acylamino acid amidohydrolase; acylase I) is shown to catalyze the exchange of acetate oxygens with water at a significant rate only when alanine is present simultaneously. These studies, conducted using the 18O-isotope induced shift on 13C-NMR spectra, provide evidence in favor of a linear kinetic mechanism as opposed to a 'ping-pong' double-displacement mechanism. At pH values above neutrality, aminoacylase I also catalyzes the exchange of alanine oxygens with those of water. Ionic strength and pH effects on the kinetics of aminoacylase I are examined and the results are interpreted in terms of a model of the enzyme active site.",Oct 1986,"K H Röhm, R L Van Etten"
901,86TEW/GOL,17007802.0,10.1016/0301-4622(86)85034-7,,['eng'],24,3,291-4,Biophysical chemistry,"The thermodynamics of the conversion of aqueous D-psicose to D-allose has been investigated using high-pressure liquid chromatography. The reaction was carried out in phosphate buffer at pH 7.4 over the temperature range 317.25-349.25 K. The following results are obtained for the conversion process at 298.15 K: DeltaG degrees = - 1.41 +/- 0.09 kJ mol(-1), DeltaH degrees = 7.42 +/- 1.7 kJ mol(-1), and DeltaC(p) degrees = 67 +/- 50 J mol(-1) K(-1). An approximate equilibrium constant of 0.30 is obtained at 333.15 K for the conversion of aqueous D-psicose to D-altrose. Available thermodynamic data for isomerization reactions involving aldohexoses and aldopentoses are summarized.",Aug 1986,"Y B Tewari, R N Goldberg"
902,87ANT,,,,-,-,-,-,-,-,-,-
903,87BED/TES,3429208.0,,,['eng'],36,4,243-55,The Italian journal of biochemistry,"A simple rate equation for alcohol dehydrogenase was obtained by assuming independent binding sites for ethanol and NAD+ and fully competitive inhibition by the products of the reaction, acetaldehyde and NADH. A random binding order was also assumed. The rate equation is described by six parameters: four association constants (two for the substrates and two for the products of the reaction), Vf for the forward direction, and the equilibrium constant of the reaction. The six parameters were determined at pH 7.4 by numerical analysis of progress curves of reactions started with different concentrations of ethanol and NAD+. The parameters for alcohol dehydrogenase partially purified from rat liver were: Km for ethanol = 0.746 mM, Km for NAD+ = 0.0563 mM, Km for acetaldehyde = 7.07 microM, Km for NADH = 4.77 microM and Keq = 2.36 X 10(-4). The computed values allowed a very good simulation of the experimental progress curves and little variation was observed in the kinetic parameters when the reactions were started in the presence of either NADH or acetaldehyde.",  1987,"S Bedino, G Testore, F Obert"
904,87BUC/MIL,2883006.0,10.1111/j.1432-1033.1987.tb11164.x,,['eng'],164,3,565-9,European journal of biochemistry,"The equilibrium constants of the reactions catalysed by (S)-citramalate lyase and (R)-2-hydroxyglutarate dehydrogenase were determined using the purified enzymes from Clostridium tetanomorphum and Acidaminococcus fermentans, respectively. The former constant had to be determined at high ionic strength (I). Therefore it was corrected to I = 0.1 M by applying single-ion activity coefficients estimated from literature data. The result (Kapp = 4.31 +/- 0.07 M-1; direction of citramalate formation) agreed very well with the constant of the (2R,3S)-2,3-dimethylmalate lyase equilibrium when all optical isomers were taken into account. From these and other data values for the free energies of formation (delta Gzerof) of (2S,3S)-3-methylaspartate, mesaconate and (S)-citramalate were calculated. The constant of the (R)-2-hydroxyglutarate dehydrogenase equilibrium [Kapp = (1.47 +/- 0.12)10(-12) M, direction of 2-oxoglutarate formation, I = 0.1 M] was shown to lie between those for malate and lactate dehydrogenases as expected.",May 1987,"W Buckel, S L Miller"
905,87FIE/JOH,3307916.0,10.1021/bi00387a052,,['eng'],26,13,4085-92,Biochemistry,"A kinetic scheme is presented for Escherichia coli dihydrofolate reductase that predicts steady-state kinetic parameters and full time course kinetics under a variety of substrate concentrations and pHs. This scheme was derived from measuring association and dissociation rate constants and pre-steady-state transients by using stopped-flow fluorescence and absorbance spectroscopy. The binding kinetics suggest that during steady-state turnover product dissociation follows a specific, preferred pathway in which tetrahydrofolate (H4F) dissociation occurs after NADPH replaces NADP+ in the ternary complex. This step, H4F dissociation from the E X NADPH X H4F ternary complex, is proposed to be the rate-limiting step for steady-state turnover at low pH because koff = VM. The rate constant for hydride transfer from NADPH to dihydrofolate (H2F), measured by pre-steady-state transients, has a deuterium isotope effect of 3 and is rapid, khyd = 950 s-1, essentially irreversible, Keq = 1700, and pH dependent, pKa = 6.5, reflecting ionization of a single group in the active site. This scheme accounts for the apparent pKa = 8.4 observed in the steady state as due to a change in the rate-determining step from product release at low pH to hydride transfer above pH 8.4. This kinetic scheme is a necessary background to analyze the effects of single amino acid substitutions on individual rate constants.",Jun 1987,"C A Fierke, K A Johnson, S J Benkovic"
906,87HSU/WED,3322196.0,10.1016/0003-9861(87)90498-X,,['eng'],259,2,316-30,Archives of biochemistry and biophysics,"Equilibrium isotope exchange kinetics have been used to reinvestigate the kinetic mechanism of Escherichia coli aspartate transcarbamylase (aspartate carbamoyl-transferase) at pH 7.0, 30 degrees C. Keq = 5.9 (+/- 0.6) X 10(3), allowing variation of substrate concentrations above and below their Km values in all experiments, a condition not possible at pH 7.8 [F. C. Wedler and F. J. Gasser (1974) Arch. Biochem. Biophys. 163, 57-68]. The rate of the [14C]Asp in equilibrium N-carbamoyl L-aspartate (C-Asp) exchange reaction was five times faster than that of [32P]carbamyl phosphate (C-P) in equilibrium Pi, which argues strongly against the rapid equilibrium random mechanism previously proposed by E. Heyde, A. Nagabhushanam, and J. F. Morrison [Biochemistry 12, 4718-4726 (1973]. Substrate concentrations were varied either as reactant-product pairs (holding the other pair constant) or together simultaneously in constant ratio at equilibrium. The resulting kinetic saturation patterns were most consistent with a preferred order random kinetic mechanism, with C-P binding prior to Asp and with C-Asp being released before Pi. Weak inhibition effects at high substrate levels could be accounted for by multiple weak dead-end complexes or ionic strength effects. Computer-based simulations have led to a set of rate constants that fit the experimental data, are in agreement with rate constants measured previously by pre-steady-state methods, and predict the correct initial velocities in the forward and reverse directions. Simulations also show that rate constants consistent with any of the various alternative mechanisms do not provide good fit to the experimental data. A model for the kinetic mechanism is considered, in which the binding of Asp prior to C-P may restrict access of C-P to the active site, but C-P binding prior to Asp potentiates the enzyme for the allosteric (T-R) transition, centered entirely upon the Asp binding process.",Dec 1987,"Y Hsuanyu, F C Wedler"
