,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
672,73GUY/GEL,4743509.0,10.1016/S0021-9258(19)43346-2,,"['Equilibrium Constants of the Malate Dehydrogenase, Citrate Synthase, Citrate Lyase, and Acetyl Coenzyme A Hydrolysis Reactions under Physiological Conditions']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,20,6957-6965,"Robert W. Guynn, Harris J. Gelberg, Richard L. Veech",en
673,73GUY/VEE,4355193.0,10.1016/S0021-9258(19)43347-4,,['The Equilibrium Constants of the Adenosine Triphosphate Hydrolysis and the Adenosine Triphosphate-Citrate Lyase Reactions'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,20,6966-6972,"Robert W. Guynn, Richard L. Veech",en
674,73HAN/RUD,4270771.0,10.1016/S0021-9258(19)43267-5,,['Rabbit Muscle Phosphofructokinase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,22,7852-7859,"Ronald L. Hanson, Frederick B. Rudolph, Henry A. Lardy",en
675,73HAV/PIT,,10.1007/978-1-4615-8897-9_45,,-,-,-,-,-,-,-,-,-,-
676,73HER,4745770.0,10.1016/S0021-9258(19)43289-4,,['Malate Adenosine Triphosphate Lyase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,21,7295-7303,Louis B. Hersh,en
677,73LAN,,10.1007/978-1-4684-6985-1_70,,-,-,-,-,-,-,-,-,-,-
678,73MCC/KOL,,10.1139/o73-069,,['Temperature-Dependent Transition in <scp>L</scp>-Histidine Ammonia-Lyase'],18.12.2009,Canadian Science Publishing,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,journal-article,51,5,556-559,"Ronald W. McClard, Harold M. Kolenbrander",en
679,73RAD/HOC,,10.1016/0005-2744(73)90065-X,,['Phosphotransacetylase from Bacillus subtilis: Purification and physiological studies'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,321,1,114-125,"Thomas A. Rado, James A. Hoch",en
680,73ROT/KIS,4201495.0,10.1016/S0021-9258(19)43266-3,,['Calorimetric Studies of Thymidylate Synthesis'],5.2.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,22,7845-7851,"Sara W. Rothman, Roy L. Kisliuk, Neal Langerman",en
681,73SHE/GUL,,,,-,-,-,-,-,-,-,-,-,-
682,73SOM/COS,4711468.0,10.1021/bi00738a008,,-,-,-,-,-,-,-,-,-,-
683,73STU/GER,,10.1021/ja00805a036,,-,-,-,-,-,-,-,-,-,-
684,73SUG,4719122.0,10.1021/bi00739a014,,-,-,-,-,-,-,-,-,-,-
685,73SUZ/IWA,,10.1093/oxfordjournals.pcp.a074864,,-,-,-,-,-,-,-,-,-,-
686,73VEL/GUY,4718747.0,10.1016/S0021-9258(19)43738-1,,['The Concentrations of Free and Bound Magnesium in Rat Tissues'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,13,4811-4819,"Dulce Veloso, Robert W. Guynn, Marianne Oskarsson, Richard L. Veech",en
687,73VID/UDE,,10.1016/0005-2744(73)90337-9,,['Inositol dehydrogenase from the yeast Crytococcus melibiosum'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,293,2,295-303,"M. Vidal-Leiria, N. Van Uden",en
688,73WUR/HES,4279207.0,10.1515/bchm2.1973.354.1.407,,-,-,-,-,-,-,-,-,-,-
689,74BEL/MAR,4212162.0,10.1111/j.1432-1033.1974.tb03659.x,,['Metabolism of Trehalose in <i>Euglena gracilis</i>'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,46,3,631-637,"Enrique BELOCOPITOW, Luis R. MARÉCHAL",en
690,74BOS/YAM,4826883.0,10.1021/bi00707a008,,-,-,-,-,-,-,-,-,-,-
691,74BUR,4156827.0,10.1042/bj1430365,,-,-,-,-,-,-,-,-,-,-
692,74CHE/PAT,,10.1016/0020-711X(74)90096-2,,"[""Cyclic 3', 5'-nucleotide phosphodiesterase. The extent of reversibility of the reaction and the enthalpy of hydrolysis of cyclic AMP""]",12.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,5,3,311-319,"Wai Yiu Cheung, Sandra M. Patrick, Sam N. Pennington",en
693,74CLA/BIR,4854821.0,10.1042/bj1390491,,-,-,-,-,-,-,-,-,-,-
694,74DAN/CAR,4548670.0,10.1111/j.1432-1033.1974.tb03763.x,,['Deoxyribosyl Transfer Catalysis with <i>trans‐N</i>‐Deoxyribosylase'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,48,1,255-262,"Charles DANZIN, Robert CARDINAUD",en
695,74FER/STR,4219834.0,10.1042/bj1440477,,-,-,-,-,-,-,-,-,-,-
696,74FLO/FLE,,10.1016/S0021-9258(19)42596-9,,"['Thermodynamic Parameters for the Hydrolysis of Inorganic Pyrophosphate at pH 7.4 as a Function of [Mg2+], [K+], and Ionic Strength Determined from Equilibrium Studies of the Reaction']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,11,3465-3474,"Hans Flodgaard, Peter Fleron",en
697,74FRA/LEE,,,,-,-,-,-,-,-,-,-,-,-
698,74GAU/MAI,4150793.0,10.1016/S0021-9258(19)42739-7,,['Uridine Diphosphate Galacturonate 4-Epimerase from the Blue-Green Alga Anabaena flos-aquae'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,8,2366-2372,"Mary A. Gaunt, Utpalendu S. Maitra, Helmut Ankel",en
699,74GUY/VEL,4374936.0,10.1042/bj1400369,,-,-,-,-,-,-,-,-,-,-
700,74GUY/WEB,4275341.0,10.1016/S0021-9258(19)42664-1,,['Equilibrium Constants of the Reactions of Acetyl Coenzyme A Synthetase and the Hydrolysis of Adenosine Triphosphate to Adenosine Monophosphate and Inorganic Pyrophosphate'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,10,3248-3254,"Robert W. Guynn, Leslie T. Webster, Richard L. Veech",en
701,74JEB/TY,4373722.0,10.1073/pnas.71.11.4630,,-,-,-,-,-,-,-,-,-,-
702,74KEN,4831620.0,,,-,-,-,-,-,-,-,-,-,-
703,74KNA/BLA,4615902.0,10.1111/j.1432-1033.1974.tb03894.x,,['Pyruvate Formate‐Lyase of <i>Escherichia coli</i>: the Acetyl‐Enzyme Intermediate'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,50,1,253-263,"Joachim KNAPPE, Hans P. BLASCHKOWSKI, Peter GRÖBNER, Thomas SCHMTTT",en
704,74KUR/TAK,4846750.0,10.1016/S0021-9258(19)42395-8,,['Adenylate Cyclase from Brevibacterium liquefaciens'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,15,4824-4828,"Yoshikazu Kurashina, Katsuji Takai, Chiyo Suzuki-Hori, Harumasa Okamoto, Osamu Hayaishi",en
705,74LAN,,,,-,-,-,-,-,-,-,-,-,-
706,74MCG/PHI,4364415.0,10.1016/S0021-9258(19)42648-3,,['Purification and Kinetic Characterization of a Monovalent Cation-activated Glycerol Dehydrogenase from Aerobacter aerogenes'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,10,3132-3139,"W. Glenn McGregor, James Phillips, Clarence H. Suelter",en
707,74MCK,,,,-,-,-,-,-,-,-,-,-,-
708,74SCA/SHI,,10.1002/star.19740261202,,['Studies in the Isomerization of d‐Glucose'],4.11.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,26,12,405-408,"B. L. Scallet, K. Shieh, I. Ehrenthal, L. Slapshak",en
709,74SCH/STU,,,,-,-,-,-,-,-,-,-,-,-
710,74TUR/GIL,4436332.0,10.1016/S0021-9258(19)81292-9,,['Uridine Diphosphate Glucose Pyrophosphorylase'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,249,23,7695-7700,"Richard L. Turnquist, Tedford A. Gillett, R.G. Hansen",en
711,74UEB/BLA,4217278.0,10.1111/j.1432-1033.1974.tb03780.x,,"['Reaction Mechanism of d-Galactose Dehydrogenases from Pseudomonas saccharophila and Pseudomonas fluorescens. Formation and Rearrangement of Aldono-1,5-lactones']",3.3.2005,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,48,2,389-405,"Karl-Heinz UEBERSCHAR, Ernst-Otto BLACHNITZKY, Gerhart KURZ",en
712,74WON/FRE,4606575.0,10.1021/bi00716a011,,-,-,-,-,-,-,-,-,-,-
713,75BOH/SCH,241184.0,,,-,-,-,-,-,-,-,-,-,-
714,75BRA/JAR,1117007.0,10.1016/S0021-9258(19)41718-3,,['Studies on a 15-hydroxyprostaglandin dehydrogenase from human placenta. Purification and partial characterization.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,6,2315-2318,"SS Braithwaite, J Jarabak",en
715,75COH/LYN,,10.1016/0005-2744(75)90324-1,,['Catalytic and thermodynamic properties of the urocanate hydratase reaction'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,377,2,444-453,"Murray S. Cohn, Marjorie C. Lynch, Allen T. Phillips",en
716,75DON/BAR,,10.1016/0040-6031(75)80018-9,,['Thermochemistry of the reaction catalyzed by lactate dehydrogenase'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,11,2,151-156,"Larry Donnovan, Kathryn Barclay, Kenneth Otto, Neil Jespersen",en
717,75GER/WES,168198.0,10.1016/S0021-9258(19)41278-7,,"['The enthalpies of hydrolysis of acyclic, monocyclic, and glycoside cyclic phosphate diesters.']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,13,5059-5067,"J A Gerlt, F H Westheimer, J M Sturtevant",en
718,75GOL,240453.0,10.1016/0301-4622(75)80011-1,,['Thermodynamics of hexokinase-catalyzed reactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,3,3,192-205,Robert N. Goldberg,en
719,75GOR/ESF,237482.0,10.1016/0003-9861(75)90274-x,,['Glutathione: Its reaction with NADP and its oxidation-reduction potential'],10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,168,2,450-454,"George Gorin, Ayoub Esfandi, G.B. Guthrie",en
720,75GRI/CAR,,10.1016/0076-6879(75)42149-8,,-,-,-,-,-,-,-,-,-,-
721,75IZU/REE,240851.0,10.1016/S0021-9258(19)40819-3,,"['Purification, crystallization, and properties of D-ribose isomerase from Mycobacterium smegmatis.']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,20,8085-8087,"K Izumori, AW Rees, AD Elbein",en
722,75JEN/NYG,235429.0,10.1111/j.1432-1033.1975.tb03925.x,,['Purine Nucleoside Phosphorylase from <i>Escherichia coli</i> and <i>Salmonella typhimurium</i>'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,51,1,253-265,"Kaj Frank JENSEN, Per NYGAARD",en
723,75JES,1133398.0,10.1021/ja00840a006,,-,-,-,-,-,-,-,-,-,-
724,75KAP/BAR,,,,-,-,-,-,-,-,-,-,-,-
725,75KRI,,10.1016/S0076-6879(75)41094-1,,-,-,-,-,-,-,-,-,-,-
726,75KUR/KON,,,,-,-,-,-,-,-,-,-,-,-
727,75MAN/LAN,808172.0,10.1016/0003-9861(75)90324-0,,['The enthalpy of oxidation of flavin mononucleotide'],10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,169,1,126-133,"Andrew Mangold, Neal Langerman",en
728,75MCC/JOV,1092683.0,10.1016/S0021-9258(19)41388-4,,['The steady state kinetic parameters and non-processivity of Escherichia coli deoxyribonucleic acid polymerase I'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,11,4073-4080,"WR McClure, TM Jovin",en
729,75MCG/JOR,,10.1021/ac60356a048,,-,-,-,-,-,-,-,-,-,-
730,75MUR/TSU,,10.1016/0005-2744(75)90040-6,,['Crystallization and some properties of purine nucleoside phosphorylase from chicken liver'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,384,2,390-398,"Koji Murakami, Keizo Tsushima",en
731,75PIE/GUY,237900.0,10.1016/S0021-9258(19)41323-9,,"['Equilibrium constants of the reactions of choline acetyltransferase, carnitine acetyltransferase, and acetylcholinesterase under physiological conditions.']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,12,4445-4450,"J R Pieklik, R W Guynn",en
732,75SCH/GRE,170102.0,10.1111/j.1432-1033.1975.tb02227.x,,['Prostaglandin 15‐Hydroxy Dehydrogenase from Human Placenta'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,56,1,245-252,"Werner SCHLEGEL, Roy O. GREEP",en
733,75SCH/RIF,1191642.0,10.1021/bi00695a020,,-,-,-,-,-,-,-,-,-,-
734,75SHI/BEA,169260.0,10.1016/S0021-9258(19)41016-8,,"[""Reversibility of adenosine 3':5'-monophosphate-dependent protein kinase reactions.""]",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,17,6891-6896,"Y Shizuta, J A Beavo, P J Bechtel, F Hofmann, E G Krebs",en
735,75SUN,241749.0,10.1016/S0021-9258(19)40710-2,,['Ethanolaminephosphate cytidylyltransferase. Purification and characterization of the enzyme from rat liver.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,22,8585-8590,R Sundler,en
736,75WYR/GRI,1250.0,10.1111/j.1432-1033.1975.tb02418.x,,['Purification and Properties of Isoenzymes of Cinnamyl-Alcohol Dehydrogenase from Soybean-Cell-Suspension Cultures'],3.3.2005,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,59,1,9-15,"Dorothea WYRAMBIK, Hans GRISEBACH",en
737,76BER/KLY,7996.0,,,-,-,-,-,-,-,-,-,-,-
738,76CRA/WAI,182134.0,10.1042/bj1550679,,-,-,-,-,-,-,-,-,-,-
739,76FAR/CRY,819440.0,10.1016/S0021-9258(17)33309-4,,['Adenosine triphosphate sulfurylase from penicillium chrysogenum. Steady state kinetics of the forward and reverse reactions.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,251,14,4389-4397,"J R Farley, D F Cryns, Y H Yang, I H Segel",en
740,76GOL,,10.1016/0301-4622(76)80067-1,,['Thermodynamics of hexokinase catalyzed reactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,4,3,215-221,Robert N. Goldberg,en
741,76GRE/BRI,186026.0,10.1042/bj1570591,,-,-,-,-,-,-,-,-,-,-
742,76GUY,186456.0,10.1016/S0021-9258(17)32957-5,,['Equilibrium constants under physiological conditions for the reactions of choline kinase and the hydrolysis of phosphorylcholine to choline and inorganic phosphate.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,251,22,7162-7167,R W Guynn,en
743,76HIL/ATT,10346.0,10.1099/00221287-96-1-185,,-,-,-,-,-,-,-,-,-,-
744,76JES,,10.1016/0040-6031(76)80042-1,,['Thermochemistry of the reaction catalyzed by malate dehydrogenase'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,17,1,23-27,Neil Jespersen,en
745,76LAW/GUY,,,,-,-,-,-,-,-,-,-,-,-
746,76LLO/KHA,,,,-,-,-,-,-,-,-,-,-,-
747,76MUR,,10.1093/oxfordjournals.pcp.a075374,,-,-,-,-,-,-,-,-,-,-
748,76RAO/BUT,186451.0,10.1016/S0021-9258(17)32930-7,,['31P NMR studies of the arginine kinase reaction. Equilibrium constants and exchange rates at stoichiometric enzyme concentration.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,251,22,6981-6986,"B D Rao, D H Buttlaire, M Cohn",en
749,76RUS/MUL,12947.0,10.1111/j.1432-1033.1976.tb11021.x,,['CO<sub>2</sub> Reduction to Formate by NADH Catalysed by Formate Dehydrogenase from <i>Pseudomonas oxalaticus</i>'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,70,2,325-330,"Ulrich RUSCHING, Ulrich MÜLLER, Peter WILLNOW, Thomas HÖPNER",en
750,76SCH/KRI,,10.1016/0005-2744(76)90051-6,,['Microcalorimetric methods for substrate determination in flow systems with immobilized enzymes'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,429,1,283-290,"H.-L. Schmidt, G. Krisam, G. Grenner",en
751,76SPR/LIM,1276393.0,10.1002/bit.260180504,,['A model for enzymatic isomerization of <scp>D</scp>‐glucose to <scp>D</scp>‐fructose in a batch reactor'],29.12.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,18,5,633-648,"Robert D. Sproull, Henry C. Lim, Daniel R. Schneider",en
752,76TRI/PAR,1259718.0,10.1042/bj1530089,,-,-,-,-,-,-,-,-,-,-
753,76WEI/KIR,949971.0,10.1111/j.1432-1033.1976.tb10350.x,,['The Mechanism of the Synthesis of Indoleglycerol Phosphate Catalyzed by Tryptophan Synthase from <i>Escherichia coli</i>'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,65,2,365-373,"Wolf gang O. WEISCHET, Kasper KIRSCHNER",en
754,77ANN/WAL,,10.1016/0006-291X(77)91392-4,,['Cyclocreatine phosphate as a substitute for creatine phosphate in vertebrate tissues. Energetic considerations'],12.9.2008,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,74,1,185-190,"Thomas M. Annesley, James B. Walker",en
755,77ANT/GIN,36553.0,,,-,-,-,-,-,-,-,-,-,-
756,77APP/NAI,201249.0,10.1042/bj1670087,,-,-,-,-,-,-,-,-,-,-
757,77GRI/LOC,,10.1016/S0003-2670(01)93665-7,,['The enthalpimetric determination of the michaelis constant of the α-chymotrypsin-catalysed hydrolysis of n-acetyl-l-tyrosine ethyl ester based on the integrated michaelis—menten equation'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,91,2,243-250,"J.K. Grime, K. Lockhart, B. Tan",en
758,77LAN/GAR,,10.1002/aic.690230102,,['Enzymatic regeneration of ATP: II. Equilibrium studies with acetate kinase and adenylate kinase'],23.6.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,23,1,1-10,"Robert S. Langer, Colin R. Gardner, Bruce K. Hamilton, Clark K. Colton",en
759,77REH/JAN,,10.1093/clinchem/23.2.195,,['Calorimetric enzymic measurement of uric acid in serum.'],20.1.2020,Oxford University Press (OUP),https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,journal-article,23,2,195-199,"N N Rehak, G Janes, D S Young",en
760,77SCH/CLE,836801.0,10.1021/bi00623a001,,-,-,-,-,-,-,-,-,-,-
761,77SCH/TAT,836793.0,10.1021/bi00622a011,,-,-,-,-,-,-,-,-,-,-
762,77SRA/FRE,18103.0,10.1016/0003-9861(77)90496-9,,['Steady state kinetic mechanism of the Escherichia coli coenzyme A transferase'],10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,181,1,178-184,"Stephen J. Sramek, Frank E. Frerman",en
763,77TRA/JON,925000.0,10.1016/S0021-9258(19)75229-6,,"[""Kinetic and conformational studies of the orotate phosphoribosyltransferase:orotidine-5'-phosphate decarboxylase enzyme complex from mouse Ehrlich ascites cells""]",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,252,23,8374-8381,"T.W. Traut, M.E. Jones",en
764,77VEE/KRU,,10.1515/9783110853704-023,,-,-,-,-,-,-,-,-,-,-
765,78CHR/MAT,30336.0,10.1016/0003-2697(78)90745-5,,['Radloassay of dihydroorotase utilizing ion-exchange chromatography'],7.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,89,1,225-234,"Richard I. Christopherson, Takao Matsuura, Mary Ellen Jones",en
766,78ERB/BUR,28770.0,10.1016/0005-2744(78)90198-5,,['The kinetics of methyl viologen oxidation and reduction by the hydrogenase from Clostridium pasteurianium'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,525,1,45-54,"David L. Erbes, R.H. Burris",en
767,78INF/KIN,,10.1016/0005-2744(78)90135-3,,['A novel method for determining equilibrium constants. CTP:phosphorylcholine cytidyltransferase'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,526,2,440-449,"Juan P. Infante, John E. Kinsella",en
768,78LYN/GUY,204656.0,10.1016/S0021-9258(17)40856-8,,['Equilibrium constants under physiological conditions for the reactions of succinyl coenzyme A synthetase and the hydrolysis of succinyl coenzyme A to coenzyme A and succinate.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,253,8,2546-2553,"R. Lynn, R.W. Guynn",en
769,78MCG/BRO,,10.1016/0005-2760(78)90010-3,,['Cholesterol oxidase: Thermochemical studies and the influence of hydroorganic solvents on enzyme activity'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,530,2,247-257,"E.T. McGuinness, H.D. Brown, S.K. Chattopadhyay, F. Chen",en
770,78MEE/AKE,639798.0,10.1111/j.1432-1033.1978.tb12183.x,,['Relationship between Oxygen Uptake of Perifused Rat-Liver Cells and the Cytosolic Phosphorylation State Calculated from Indicator Metabolites and a Redetermined Equilibrium Constant'],3.3.2005,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,84,2,421-428,"Roelof MEER, Theodorus P. M. AKERBOOM, Albert K. GROEN, Joseph M. TAGER",en
771,78OKA/GEN,,10.5458/jag1972.25.113,,-,-,-,-,-,-,-,-,-,-
772,78RAO/COH,203583.0,10.1016/S0021-9258(17)38123-1,,"['Differentiation of nucleotide binding sites and role of metal ion in the adenylate kinase reaction by 31P NMR. Equilibria, interconversion rates, and NMR parameters of bound substrates']",4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,253,4,1149-1158,"B.D. Nageswara Rao, M. Cohn, L. Noda",en
773,78ROS/DUB,213437.0,10.1016/S0021-9258(17)34332-6,,['Phosphoglycerate mutase. Kinetics and effects of salts on the mutase and bisphosphoglycerate phosphatase activities of the enzyme from chicken breast muscle.'],18.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,253,23,8583-8592,"Z.B. Rose, S. Dube",en
774,78SUB,623877.0,10.1016/0301-4622(78)85013-3,,['Thermodynamics of the glutamate dehydrogenase catalytic reaction'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,7,4,375-378,S. Subramaniun,en
775,79BYE/SHE,375973.0,10.1021/bi00579a006,,-,-,-,-,-,-,-,-,-,-
776,79COR/CRO,,,,-,-,-,-,-,-,-,-,-,-
777,79COR/LEA,447732.0,10.1016/S0021-9258(18)50399-9,,['Effects of free magnesium concentration and ionic strength on equilibrium constants for the glyceraldehyde phosphate dehydrogenase and phosphoglycerate kinase reactions.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,254,14,6522-6527,"N W Cornell, M Leadbetter, R L Veech",en
778,79FLE/TAT,,10.1007/BF01732029,,['Energetics of peptide bond formation at elevated temperatures'],13.6.2005,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,12,4,349-355,"A. W. Flegmann, R. Tattersall",en
